,comment
955,衣服链接！！！
956,不就是刀剑神域里的seed吗
957,国外很快就是了
958,tx在等着把他们都收购
959,地球能这么比？地球并不是用了 46 亿年才上线，地球一直在线。
960,感觉都是mc有的功能，但是比mc方便
961,炒作一个不切实际的概念，不发展实业，工科生震怒
962,除非到黑客帝国的程度
963,搞不懂就对了，世界本质就是疯狂
964,老婆懂得挺多，我早买股票现在已经是千万富豪了
965,哈哈哈哈哈哈哈哈或或或或或或
966,mc
967,一切都是过程
968,好美，爱了爱了
969,已经超过动视暴雪，北美第一游戏股了
970,3DMMORPG
971,做了10多年的vr甚至连近视都不支持
972,永不停服
973,地球做成这样也才花了46亿年
974,一句话就是刀剑神域
975,以目前的技术，电池续航没有突破，什么AR.VR一切都是空谈。
976,十年？？？
977,我竟然在看吗？这不是论文吗
978,那到时候谁来完成实业给用户消费？
979,坟头草长到齐腰高后差不多了
980,概念逐渐清晰
981,挺没意义的
982,格局太小了
983,多读点书
984,川坨:啥？还要戴森球?
985,众所周知，未来的元宇宙分为元宇宙和中国元宇宙，两者不相通doge
986,纯粹就是骗钱而已，现实都没有实现同一个地球同一个梦想呢
987,原神
988,蜥蜴人
989,mr才是
990,在说中青宝吗？
991,腾讯有参股
992,……原来他会眨眼啊
993,为什么要看到？
994,Burst link！
995,这里一下子宁子老师的高度就上来了
996,其实你只是听懂了小宁子的元宇宙
997,更快也需要25年以上吧
998,玩滑板
999,老婆老婆
1000,4599
1001,会坍缩
1002,现在基本是被资本控制了。。。让你生你就得生
1003,合理
1004,越听越像，洛克人的网络世界
1005,g mod
1006,次元论
1007,简单来说，就是创·战纪
1008,老婆！
1009,这一生小扎 好亲切
1010,那怎么找零
1011,gmmk pro？
1012,腾讯快了
1013,南极贱鹅:正是在下
1014,卖相稀碎2333
1015,VRChar
1016,雪崩的时候，每一片雪花都在勇闯天涯
1017,讲道理这期的观点还是挺正的
1018,都是韭菜
1019,ntf
1020,only on playstation
1021,gmod算不算元宇宙
1022,我来证明你开了弹幕
1023,起飞 我们是不是又落后了？
1024,太子雪崩？
1025,mii
1026,到8G应该有了
1027,蜥蜴人啊
1028,笔记本应该也得最高端的才能流畅使用这种运算级别吧？
1029,至少还得十年，将网络和硬件和普及率搞起来
1030,买了一串代码
1031,鸿蒙正在靠拢
1032,十年之内无法实现
1033,这不就是华为的未来方向嘛？
1034,创意和把它做出来是两个概念
1035,直接黑客帝国吧
1036,现在600亿了
1037,黑客帝国那样脑后插管的才是元宇宙→_→
1038,现在也是购买土地盖建筑啊！-_-||
1039,"《VR＝元宇宙,贼扯淡》→_→"
1040,这集有丶东西
1041,刀剑神域
1042,马里奥本身就是个元宇宙 只是缺少一个统一入口
1043,快手，下沉市场和中老年看这个可比年轻人玩游戏痴迷多了
1044,元宇宙等同于游戏这个概念还是太圈钱了
1045,刀剑神域就不是反乌托邦呀
1046,？？？？
1047,来学知识
1048,老婆
1049,我晕3D，元宇宙我不配
1050,爱奇艺滚出克!
1051,GMOD不就是这样吗
1052,眼镜犯规
1053,眼镜啥时候摘掉了？
1054,是的，互联网是把双刃剑
1055,老婆好
1056,不搞新概念怎么圈钱
1057,画饼现场
1058,是的，AR才是未来
1059,宇宙online？
1060,现实只会越来越糟糕
1061,开屏我就一句老婆
1062,现在622了
1063,库里头像
1064,腾讯，你在说我吗？？？？
1065,动物森友会
1066,啊啊啊啊啊，我要看戴眼镜
1067,这是否有点叛逆（doge）
1068,那等我们这一代人老了之后呢？
1069,马化腾就7啦
1070,宁子nb
1071,盖瑞模组
1072,区块链
1073,格局打开
1074,这个思考真可以啊小宁子
1075,这不就是LOL吗
1076,the seed
1077,真恐怖
1078,模糊虚拟与现实的界限
1079,然后暴雷，强行输出这个概念就是为了卖VR眼镜
1080,虽然我看的少，但说的真的很好
1081,女少口阿
1082,互联互通
1083,革菊
1084,那我们不是已经完成了一个2D版的元宇宙了吗？我们现在的衣食住行社交支付不是已经全员在线了吗？就差3D化了
1085,可算了吧，老黄只顾和矿老板眉来眼去了。
1086,互联网公司都在造车和给你办贷款
1087,如果没结婚一定把你娶回家
1088,小宁子太好看了
1089,有钱人的快乐普通人看不懂
1090,绝对了啊老婆
1091,老婆！
1092,小宁子的文本总是一如既往的强
1093,刀剑神域
1094,炙热的资本总是热衷于风投
1095,到那天，资本将控制全世界
1096,只要还存在国家这个概念，这个设想永远没戏
1097,那样资本成神了
1098,他眨眼了
1099,the seed
1100,推进会加快啊，就像vr不火就没人去开发研究
1101,歌尔
1102,真就是个概念。。。
1103,把虚拟融入现实世界
1104,广告新世界
1105,三本科技终于要来了？
1106,这不是三体游戏？
1107,只差一个脑机接口
1108,老高刚聊了…
1109,你还知道更新
1110,请看老高与小茉
1111,黑镜猎鹰那种
1112,nft?
1113,无处可逃
1114,我感觉很可怕，虚拟世界永远替代不了现实生活的重要性
1115,蜥蜴人vr炒完了 继续炒元宇宙
1116,刀剑神域
1117,前面别把金融和资本主义划等号啊
1118,现在600亿了
1119,什么键盘
1120,比如淘宝的元宇宙版就是各种虚拟商城上线，可以更直观看到商品
1121,感觉像前几年的网游小说啊
1122,说得好
1123,新开的用来赚钱的
1124,始于颜值，忠于才华
1125,我的肝突然隐隐作痛~
1126,行业冥灯
1127,创战纪
1128,群发的
1129,所有的东西都数据化
1130,不会是他自己买的吧？
1131,我会依旧生活在现实世界中，而不是让人制造我所看见的
1132,孩子在家饿的哇哇哭，还不跟我回家
1133,也可以让危机来得更快
1134,其实是Apple哒！
1135,快了
1136,那么关税就要来了
1137,为什么小宁子可能越长越漂亮，看着都眼馋了…
1138,所谓的唯一性，是指在这个合约里是唯一的，就像一个公司只有一个董事长，但是公司却可以有很多
1139,这里NFT理解还是错了，本质上它只不过是基于以太坊网络下的一款合约程序罢了
1140,塞尔达（我有B）
1141,盗梦空间里就有一群逃避现实而进入梦中的人
1142,互联实体化，实体互联化。
1143,？？？？？？？？？
1144,摆脱肉体的限制再说吧
1145,还给升维了
1146,现实中捞完钱网上造个世界继续捞？
1147,带着火影忍术进入海贼世界
1148,还有库里花落8万买头像
1149,互联网
1150,我觉得很拉
1151,呃
1152,小扎真的越来越像机器人了
1153,这口红好看
1154,defi欢迎您
1155,哈哈 行业冥灯来了
1156,点了个赞就是因为今天的小宁子很漂亮
1157,神棍
1158,让外国人玩，我们不玩
1159,胜听一席话
1160,感觉国内的都没搞懂这个概念
1161,解决触觉 味觉 模拟 我进去就不用出来了
1162,还腾讯骗钱，腾讯有epic games多少股份？
1163,然后成下个比特币了
1164,腾讯有epic 多少股份？
1165,这有什么好玩的
1166,互联贾维斯
1167,就是刀剑神域SAO
1168,2030年的vr眼镜和现在的笔记本性能不相上下是吧，笔记本不发展的吗
1169,矿老板集合啦
1170,先解决芯片短缺吧
1171,人类危
1172,每一个账号都用QQ登录？
1173,高调骗钱
1174,中青宝？？？
1175,区块链来了
1176,行业冥灯也要入局元宇宙了
1177,国内还在炒概念…
1178,普通人可以在元宇宙里面自己制作游戏
1179,只要吃喝拉撒还只能实体化完成，数字生活永远不可能比实体生活更重要
1180,苹果m1芯片
1181,roblox最新市值已经600亿刀+了宝
1182,眼镜很出境
1183,小宁子越来越好看了
1184,科普小宁子
1185,比特币
1186,gmod？
1187,把现实属性不断的叠加到元宇宙中   减少人生的试错成本
1188,真要便携的话，肯定得用意识控制，但是又有被控制意识的风险。至少我们有生之年还是算了。
1189,老婆，我来了~
1190,虚拟社交的需求 不一定是游戏的模样
1191,开放世界类游戏
1192,一种虚拟世界生活方式
1193,有市场才有意义，没有了市场和资本流动（或变相资本），就毫无意义
1194,就腾讯那个用户协议，怎么推元宇宙概念啊，账号都不属于用户所有
1195,眼镜呢
1196,元宇宙：推荐看电影”头号玩家”
1197,全真教
1198,付费
1199,这是要推翻金本位，这是造资本家的反啊
1200,资本开发市场的一种方法而已，以后还会有更多这样的概念，可是他们的时间可能不够了
1201,LOL转个区都费劲
1202,好内容， 换成文字会是一篇不错的贴文
1203,两亿，妈耶
1204,也就是说连元宇宙的代表都要对元宇宙这个概念提出见解？
1205,头号玩家？
1206,不可能安全
1207,这个很多公司在做了
1208,不就是pinqia
1209,罗永浩这老精日，本科都没上过还能bb
1210,一级玩家
1211,三体游戏？
1212,老婆眼镜呢
1213,这不就是赛博空间？
1214,老婆
1215,空屏我来承包
1216,原神
1217,保守估计，五十年内吧
1218,灭他的扎克伯格提的，这哥们提的太早，现阶段地球文明用了只有走向灭亡
1219,我没老婆，你是我云老婆
1220,创意工坊
1221,任天堂？
1222,颜值暴击！！
1223,听君一席话如听一席话
1224,在现实上班，在游戏里也要上班
1225,元宇宙这几天也涨了哈哈
1226,我觉得现实情况 就是部分vr硬核玩家会加入元宇宙 不可能像智能手机一样普及所有人 
1227,我觉得人工智能就是时间
1228,朋克
1229,卖概念？
1230,现实肯定有很多元宇宙游戏 就像现在的游戏市场 
1231,渣渣
1232,元宇宙可以预测未来吧
1233,主要还是facebook的力捧
1234,推眼镜.jpg
1235,小诈
1236,发的钱太多了，再建一个蓄水池呗
1237,渣男
1238,不太可能…
1239,SAO
1240,没有
1241,得了吧，各国央行认可么
1242,高材生厉害
1243,变相挖矿？
1244,黑客帝国
1245,罗老师要入场了 
1246,想多了，怎么可能
1247,S不S啊
1248,脑机接口喽
1249,你怎么不是
1250,懂了，美版4399
1251,先去卖元宇宙课程，赚个盆满钵满先
1252,tx
1253,突然哲学
1254,多了一个人卷人的空间
1255,我>美国小朋友
1256,为什么会有更，机械飞升了吗
1257,属猫的
1258,爱了爱了
1259,哟 这不卡我三十五之前了吗
1260,发展下去不就是赛博朋克吗
1261,键盘不错，什么牌子
1262,这家伙脖子和脸一样宽
1263,这和互联网有什么区别啊？
1264,Metaverse
1265,1光年
1266,哪怕不是得算力运输，就像现在电力系统一样
1267,新韭菜
1268,黎明计划
1269,被动技能，看到拿来改名
1270,不会这样
1271,..
1272,腾讯合并一下差不多了
1273,哈哈哈哈哈哈我怀疑你在暗示什么
1274,卧槽，那5g甚至6g都不够用
1275,也就是下一个“可想象的空间”
1276,魔怔了
1277,感觉很多地方已经差不多了，现实压力还要再糟糕到什么地步
1278,？
1279,哈哈哈哈，就是说我们自己有服务器，不跟你们玩，绝了哈哈哈
1280,本质上只是资本家想通过元宇宙控制未来世界罢了
1281,好漂亮的眼镜
1282,蜥蜴人
1283,也差不多了
1284,到底还有多少人不知道光年……
1285,默哀
1286,奇艺点
1287,南极贱畜：no！你所有的一切网上资产都是我的！
1288,这玩意用来购物不错
1289,需要量子计算机
1290,军团步兵哈哈哈哈
1291,刀剑神域
1292,就是在炒热词啊… 要不梭哈元宇宙股票吧，
1293,我不相信
1294,比特币
1295,带个手机都挺麻烦还要带个眼罩
1296,支持自由枪击吗？
1297,是个综合体
1298,元宇宙强调的是虚实结合吧
1299,有点gmod味道哎
1300,元宇宙靠机器学习构图了
1301,这个才是真的，技术必将发展过去，没有这个代称也会发展，只是不利于他们快速融资
1302,这个产权还是太虚幻了，就说这个视频吧，想用不就用了，能咋的？
1303,可不得炒么
1304,有公司管理就不是元宇宙了……  要去中心化，
1305,肝，痛起来了！
1306,其实就是金融炒作，还早着呢
1307,物联网 区块链 元宇宙 你们聊我洗洗睡
1308,啊我一直看着发际线和空气刘海了
1309,可怕
1310,13de marzo，喜欢这衣服，就是小贵
1311,m1的功耗比比较适合
1312,高功耗芯片没前途
1313,这太不切实际了
1314,键盘不错
1315,拉倒吧，芯片荒还没解决呢
1316,老婆真好看 刺溜
1317,头号玩家！！！
1318,其他是腾讯的
1319,我也觉的，骗局，或者说是资本太久没有热度炒出来的
1320,玩泥沙
1321,老婆
1322,玩枪
1323,2030年的VR眼鏡和2021年的電腦不相上下？
1324,因为你很圆
1325,只要审查还在，到那时候国内外会更加割裂
1326,感覺…就像是共享單車，提供一個概念，然後吸金，無盡拖延，最後崩潰
1327,所以和现在有啥区别
1328,元宇宙是个筐  啥都往里装
1329,避雷
1330,上aws
1331,下一代互联网概念
1332,robolx
1333,全真教教主
1334,全真
1335,刀剑神域
1336,至少100年
1337,二逼花藤
1338,草
1339,说得好，但是有墙
1340,roblox
1341,pico被收购了？
1342,确实，有墙导致不可能打成互通
1343,gta100
1344,然而这和局域网里的我们有啥关系吗，哭了
1345,头号玩家
1346,我觉得还是马化腾的叫法最科学严谨
1347,那特么不就是互联网
1348,高調的一般不看好
1349,连学而思都跟着炒了，说要做元宇宙上课
1350,以前游戏公司卖游戏，好家伙，现在游戏没做，把游戏引擎拿来卖
1351,其实是AR
1352,行业冥灯罗老师都关注了。meta完蛋了。
1353,宿命论了属于是
1354,乌托邦
1355,都是为了股价
1356,眼镜呢
1357,他们给的太多了
1358,地铁 老人 手机
1359,META意思是Mark and Eduardo Together Again？啊嗑到了
1360,小扎你就自己慢慢折腾吧
1361,哦豁，行业冥灯入场了
1362,买它买它买它股票的意思
1363,黑客帝国
1364,facebook和腾讯追求的，必然要抵制
1365,说的很对啊 让中老年人玩这玩意儿吗？ 
1366,全真教
1367,超梦
1368,全民炒币呗
1369,化腾没有马
1370,刚从路障那边看完
1371,显卡融化的味道
1372,音乐区up啊，主业别忘记了
1373,炒股
1374,喜欢最后几句话
1375,无敌破坏王2
1376,黑客帝国
1377,完了 行业冥灯来了
1378,等了半个多月 老婆终于更新了
1379,不好意思，投资人只看利润！
1380,讲道理这个名称比中二感爆棚的“元宇宙”好理解多了
1381,哎，我老婆真好看
1382,眼睛呢哈哈哈哈
1383,你的账号不是你的
1384,腾讯：哦吼
1385,那不就是买互联网域名么？万维网2.0
1386,万事不决量子力学
1387,算力垄断！
1388,那这和现实世界有什么区别
1389,真益智游戏
1390,对
1391,在垄断互联网！
1392,play station 独 占
1393,百年吧
1394,怎么感觉跟之前炒VR是一个味道
1395,所以，安卓
1396,在一众老婆中属于有颜又有脑的那个
1397,缸中之脑
1398,媒介即人的延伸
1399,胖了
1400,现实生活的诱人之处在于它的不可控，虚拟世界就是为所欲为了，人类会丢失探索欲
1401,刀剑神域the seed
1402,离谱哦
1403,QQ账号授权登录
1404,漂亮
1405,小宁子带眼镜太美了！！！
1406,只要做到游戏时间跟现实不同步 就可以了
1407,我是不敢把我的命运交给游戏公司的
1408,全真互联网这个概念的提出早已元宇宙
1409,区块链图片拍卖？
1410,皮肤真好
1411,无敌破坏王之互联网真人版？
1412,眼镜！眼镜啊！眼镜呢？！
1413,想到 区块链
1414,是聊天软件
1415,没必要
1416,中青宝新游戏就像这个
1417,希望有生之年能体验到
1418,腾讯:有使用权没有拥有权，发工资直接用Q币
1419,前面的乱喷，罗永浩是翻译这篇文章，又不是罗永浩说的
1420,搁这搁这
1421,这个不叫AR，叫MR
1422,专业
1423,雪崩在90年代就有了买皮肤的概念，相当超前
1424,鸿蒙？
1425,4399
1426,数字货币国内做的比国外好
1427,激活还要墙…
1428,移动互联网 还不是网瘾患者么
1429,互操
1430,然后建设完成以后不给别的公司用？
1431,听起来有虚拟货币那味了
1432,我喜欢她！
1433,以后发狗头是需要会员或者购买的
1434,还搁这vr眼镜呢。。。
1435,老婆
1436,扎男
1437,炒一个半个世纪后的概念拉一波股价投资热罢了
1438,刀剑神域
1439,所以在元宇宙里抢劫违法不
1440,感觉还是要等网络技术在升级才行
1441,所以是5G还是6G？
1442,不就是互联网？
1443,哈哈哈老罗
1444,用汉语我才考虑玩
1445,互联网让俺认识了小宁子，感恩
1446,干货
1447,很难想象啊
1448,金凡
1449,元传播
1450,哦，比特币要跌
1451,不看好
1452,老婆老婆，我来了～
1453,失控玩家
1454,4399
1455,谷歌
1456,宝可梦
1457,别说10年了，100年能实现就不错
1458,有人吗？
1459,42老师推荐过
1460,就是鸿蒙
1461,目前来说还是很中肯的
1462,那这不就是地球online吗
1463,虚拟社会
1464,一小时
1465,好，那么第一步——统一语言
1466,所以元宇宙就是现在的互联网啊
1467,sao
1468,second life 直呼内行
1469,动物之森？
1470,可能是群发
1471,vr社交游戏换了个概念接着炒罢了
1472,虚幻5 魔兽世界
1473,老婆！
1474,刀剑神域
1475,前面的确实很愚蠢，没有建立起对金融正确的概念，他们以为他们不受金融体系的控制
1476,16k360hz才完全不会晕，什么时候电脑都能跑动再说吧
1477,蜥蜴人
1478,网络安全堪忧啊
1479,vr不靠谱，感觉得靠ar
1480,主要还是搞钱
1481,说抄袭绿洲的 你前面是没听到这个词的出处么...
1482,刀剑神域？
1483,感觉像微软的xbox体感游戏
1484,还当资本家做什么
1485,进入虚拟世界这些不都有了吗
1486,TX还在做低能手游 因为墙内人爱玩
1487,这不就是刀剑神域吗
1488,为了自己的快乐
1489,虽说vr也没做利索但经在畅想脑机接口233
1490,有点吓人
1491,刀剑神域
1492,期待元宇宙的出现
1493,逐渐听不懂
1494,眼镜呢
1495,动物之森
1496,资本
1497,我比潮流，快了几天……
1498,加速世界
1499,刀剑神域
1500,epic是真有钱啊
1501,元宇宙永远无法互通
1502,想最早接触到编辑器还是在war3（鞭尸暴雪）
1503,拔网线了解一下
1504,审核警告
1505,政治制度。。
1506,首先 要6G铺开
1507,区块链
1508,然而一个hello world 都发不出去
1509,有这个就没国服了
1510,无处可逃~
1511,区块链技术
1512,那资本家不是成神了
1513,没量子计算机的算力做支撑，就只能是概念
1514,元数据
1515,讲讲游戏吧 元宇宙水太深 
1516,哈哈哈哈
1517,基地
1518,这不成了AR了嘛？
1519,小宁子的英语发音挺标准的，n这个字母能发对的人不多
1520,经典新瓶装旧酒
1521,老婆知识面好广啊
1522,我们是
1523,侧脸美
1524,vrchat吗
1525,可以去关注一下英伟达的omniverse
1526,可以去关注一下，英伟达的omniverse
1527,还有一位，罗老师
1528,升华 升华
1529,意思就是从生产者到每一个消费者全都记录下来，那不就不能偷税漏税了吗hhh
1530,说太看得起金融的，估计你接触的金融也就一些股票推荐了。
1531,十万八千里
1532,太好玩了这个
1533,行业冥灯 罗老师
1534,啊 好有感触啊
1535,区域链，草
1536,我看你是皮痒了（doge
1537,罗老师呢[doge]
1538,中青宝出来挨打
1539,永远不相信南极孽畜
1540,续航呢，总不能出门随身带几个充电宝吧
1541,这个东西很多早期的VR软件都在做，后来没多少人玩就都破产了
1542,小心90年代互联网泡沫
1543,得了吧，先普及5G再说
1544,好piu亮啊啊
1545,突然有种心动的感觉。不知道来自哪里
1546,这是看过最合理的解释视频了！！
1547,《元宇宙概论》
1548,快了快了，腾讯快了
1549,老婆
1550,腾讯控制了我们的生活
1551,自由度高
1552,全息网游？
1553,小扎 哈哈哈
1554,刀剑神域
1555,就这点弹幕我还得必须关了才能看下去
1556,老婆宁
1557,比特币
1558,漂亮姐姐
1559,老婆
1560,元宇宙挖矿吗
1561,不对劲
1562,就是卖数字密匙 怀疑有偷税
1563,这个不就是抄袭的绿洲的创意么
1564,the seed
1565,nm工艺要换了找到材料了吗？？？
1566,是我理解的那个VR+AR=MR的MR吗?
1567,中青宝
1568,苹果眼镜在研发中
1569,腾讯就算了吧
1570,我带着头晕 打扰了
1571,以后游戏估计都是刀剑神域的复刻仿制版
1572,还是失控玩家画面
1573,我先三连了 你们跟上
1574,类似比特币
1575,这些技术发展很缓慢 如果是便捷性几乎不可用
1576,元宇宙不是游戏
1577,王者荣耀！
1578,虚拟国家，发行货币是比特币，去中心化的国家，每个人都是国家的主人，好耶
1579,因为是一个很牛的概念
1580,全完了
1581,失控玩家
1582,美国版摩尔庄园
1583,Facebook直接all in押宝，历史上这种规模的押宝从没出现
1584,不就是生态吗说的这么好听不就是想融资讲故事
1585,是资本的新风口
1586,VR和6G结合
1587,有产权 不等于 不能盗版
1588,马化腾：等别人做出来我就把他买了或者借鉴一下，就是我的了
1589,什么时候VR能单眼16K啊！
1590,不就是网游换了个说法？
1591,零元购
1592,但是我们有墙
1593,一群我没出国比你更懂外国
1594,新型网络诈骗
1595,资本泡沫，小心1929经济危机
1596,想太多，动了谁的蛋糕没点数吗？
1597,老师好我叫宁同学！
1598,为矿工和黄牛还有奸商提供吧
1599,特元宇宙
1600,facebook
1601,是不是货币不是谁说了算，是共识，比特币现在算不算货币自己心里也有数
1602,B站狭义上也算吧，但是跳不出视频这个框框
1603,上一个这样的概念叫电车，现在的自动驾驶还是啥样
1604,元宇宙可不仅仅是游戏
1605,黑客帝国
1606,我又来看老婆视频了！
1607,我在这玩过鱿鱼游戏
1608,嗨，老婆
1609,不是这个意思，对于必然发生事情，重要的才是时间，不知道能否实现的，重要的可能性本身
1610,你终于来了
1611,vr chat
1612,the seed茅场晶彦的目的！
1613,移动互联网只是量变，不是质变
1614,先看看如何解决晕3d的问题，有些人玩不到几分钟就晕了
1615,行业冥灯
1616,那估计会有元宇宙（国服）
1617,放遂乐园
1618,老罗出来挨打
1619,啊 老婆！
1620,腾讯还是算了吧，满屏的充值广告
1621,meta吗
1622,不就是垄断吗。。。。。。
1623,btc
1624,软件层面万物互联做基础
1625,很像vrchat
1626,还是喜欢现实
1627,不不不，只是科技没跟上，人早已经是了
1628,有了这个就可以圈钱，就像一推人在一起开会总得有个主题
1629,基本就是这个意思，深度应用阶段的虚拟现实
1630,最不相信马化腾
1631,这衣服帅啊
1632,就这样，以后越来越像黑客帝国了
1633,是黑客帝国
1634,把不干净的钱转成NFT，就不会犯法
1635,比特币是吧
1636,小马改的这名可好理解多了，这元宇宙不去了解，光看名字可真的是一头雾水，满脑子？？？
1637,Q币支付？
1638,就像GTA5现在都在玩RP服务器(角色扮演)
1639,分辨率达不到就是无稽之谈
1640,我猜10年-20年
1641,太好看了！
1642,所以是国家倡导的互联互通？
1643,我们不是，他们差不多就块是了，23333
1644,有一个古老的东西叫《第二人生》还有没有记得？
1645,肯定会有瓶颈期的，超过现有的技术基础，进步就很困难了
1646,韩国已经是赛博朋克
1647,4399
1648,所以这是个游戏引擎？
1649,6G出来估计可以实现滑稽
1650,？？？？？？
1651,虚拟国家？
1652,意味着要更高的分辨率设备
1653,Gl泥巴
1654,老婆更新啦
1655,不行了，开局抓走我的心
1656,但也差不多了
1657,我们和世界网络不互通
1658,善变的女人
1659,我们在建立防火墙
1660,中国：加密货币不属于货币
1661,老婆
1662,开放式结局
1663,库里头像就是用区域链设计的
1664,老婆
1665,不，金融的主要作用还是搞钱
1666,这难道不是初音的一首歌吗
1667,很快就是赛博朋克世界了
1668,好家伙vr还搞房地产啊
1669,就相当于刀剑神域的多mod
1670,和b站差不多，群众的元宇宙
1671,蜥蜴人啊
1672,流通性
1673,美国已经快赛博朋克了
1674,万物互联？
1675,VR眼镜必须达到佩戴日常眼镜的便利性，和超长续航，和无缝无线连接硬件才可以。否则都别谈
1676,那你就太看得起金融了
1677,没有东西能真正的去中心化
1678,头号玩家？
1679,应该是下下下下一代
1680,我知道，王者荣耀 世界
1681,这跟gmod好像
1682,我的马桶也是元宇宙相关
1683,Switch！
1684,奇点
1685,一条弹幕
1686,看来前边的弹幕只知道两个国家：我国，外国
1687,15min
1688,矩阵早期版本
1689,有深度的思考
1690,中国：你只有使用权，所有权归公司
1691,地球online
1692,确实
1693,元宇宙完了
1694,未来百年才可能实现
1695,刀剑神域的the seed?
1696,因为你漂亮
1697,老婆好
1698,元宇宙的操作可以反馈到现实里，才叫真的元宇宙
1699,国外快了
1700,我们在干嘛
1701,眼镜没了
1702,怎么都和我们无关   咱有墙
1703,啊~烫手
1704,区块链的技术可以借鉴一下。
1705,区块链
1706,八分钟
1707,屁喽，猪圈养起来好宰
1708,抢个前排
1709,老婆
1710,知名老婆区up主
1711,老婆  我来了
1712,来了来了
1713,就像破站，也是这个概念，只不过破站有中心
1714,国内游戏不可能去中心，只有外国游戏稍微好一点
1715,是b圈，有人要赚钱
1716,qq达人秀
1717,nft
1718,声音好好听，让我想起了前女友
1719,不快
1720,vr chat?
1721,永远，
1722,凭什么觉得最先架构出成品的愿意放出权限，就现在互联网也不是真互联呢。
1723,一个屁的意义
1724,放屁
1725,取关，重新粉了！！
1726,你和我们辅导员好像
1727,现在的世界是不是源宇宙呢？
1728,投资界的老毒瘤了，求老罗不要涉足元宇宙
1729,刘建刚化
1730,抽象圣经了属于是
1731,元宇宙应该是ar技术
1732,为支持数字货币而建
1733,国家做背书？
1734,以太坊？
1735,苹果呢？
1736,4399
1737,你甚至可以在里面玩csgo和守望先锋
1738,生态化反
1739,哇哇，老婆爱你啊
1740,老婆我来啦
1741,腾讯快了
1742,媳妇的三连不能少
1743,但小宁子只有一个
1744,恶心，恶心
1745,滚
1746,我们现在靠感官感觉到的世界，会不会也是元宇宙呢
1747,4399氪金版！
1748,腾讯就赶紧滚吧
1749,续航呢
1750,小宁子看着真的很舒服
1751,区块
1752,传奇
1753,魔獸世界就是元宇宙！
1754,老子恨斯扎克伯格了
1755,滚！
1756,"看看以前炒的火热的VR,AR现在怎么样了"
1757,权限狗警告
1758,金融有正面作用显然是是很梦幻的事了哈哈哈哈
1759,巨型垄断公司不就逐渐形成了
1760,蜥蜴人
1761,这很华为
1762,不无聊吗
1763,战争？自然灾害？怎么办
1764,这真不是暴雪玩剩下的嘛。。。。
1765,废话文学
1766,怎么越看越像编剧雷神
1767,美国迷你世界
1768,老扎看起来就不像的人类啊。。。
1769,腾讯倒是可以，但是技术不行
1770,现在还不够赛博朋克？
1771,这不是罗布乐思吗
1772,此时某鹅正在换皮，收割，压榨，垄断
1773,迷你世界
1774,然后圈钱
1775,不好意思，限电
1776,这个跟鸿蒙有啥关系
1777,国内有墙就算了，自己玩自己的吧
1778,罗永浩出来搞笑
1779,现实世界不好吗？
1780,睡着了。
1781,不就是多人mc吗?
1782,Nft 不就是虚拟币买的？扯什么nft
1783,罗永浩要是能信，他的公司现在就不会倒闭了
1784,小心行走的五十万
1785,可是账号呢？算谁的？
1786,IP互通我是这么理解的
1787,我感觉咱们都活不到
1788,我就用盗版管你什么产权
1789,互什么？
1790,美国小孩在做游戏中国小孩 在王者荣耀
1791,你小心扯到蛋
1792,米哈游你给爷冲
1793,扯犊子的东西
1794,不看利润你赔钱投啊，你个憨憨
1795,说虚幻的了解一下区块链的运行原理再说话
1796,瞎说，所有权明明是国家
1797,去中心话了谁也控制不了
1798,缸中之脑
1799,腾讯算个锤子能控制世界
